prompt_id,model,provider,use_optimized,prompt_tokens,completion_tokens,cached_tokens,cost_usd,latency_ms,error,section_order
22,anthropic/claude-haiku-4.5,openrouter,False,3272,0,0,0.0,0.0,Remote end closed connection without response,query|history|documents|role|tools|system
23,anthropic/claude-haiku-4.5,openrouter,False,3707,32,0,0.0038669999999999998,3553.7638664245605,,query|context|role|tools|system
24,anthropic/claude-haiku-4.5,openrouter,False,3718,32,0,0.003878,1909.5070362091064,,query|context|role|tools|system
25,anthropic/claude-haiku-4.5,openrouter,False,3735,32,0,0.003895,1981.2841415405273,,query|history|documents|role|tools|system
26,anthropic/claude-haiku-4.5,openrouter,False,3780,32,0,0.00394,1920.8500385284424,,query|history|documents|context|role|tools|system
27,anthropic/claude-haiku-4.5,openrouter,False,3990,32,0,0.004149999999999999,2198.5552310943604,,query|documents|context|role|tools|system
28,anthropic/claude-haiku-4.5,openrouter,False,3652,32,0,0.003812,1535.107135772705,,query|history|context|role|tools|system
29,anthropic/claude-haiku-4.5,openrouter,False,3552,32,0,0.003712,1865.7450675964355,,query|history|role|tools|system
30,anthropic/claude-haiku-4.5,openrouter,False,3841,32,0,0.004000999999999999,2105.73410987854,,query|history|documents|role|tools|system
31,anthropic/claude-haiku-4.5,openrouter,False,3732,32,0,0.003892,2348.338842391968,,query|history|context|role|tools|system
32,anthropic/claude-haiku-4.5,openrouter,False,3683,32,0,0.003843,6290.408134460449,,query|documents|context|role|tools|system
33,anthropic/claude-haiku-4.5,openrouter,False,3549,32,0,0.003709,2222.9487895965576,,query|history|role|tools|system
34,anthropic/claude-haiku-4.5,openrouter,False,3621,32,0,0.003781,3560.7969760894775,,query|context|role|tools|system
35,anthropic/claude-haiku-4.5,openrouter,False,3744,32,0,0.003904,2251.284122467041,,query|history|context|role|tools|system
36,anthropic/claude-haiku-4.5,openrouter,False,3698,32,0,0.003858,1865.351915359497,,query|history|documents|role|tools|system
37,anthropic/claude-haiku-4.5,openrouter,False,3563,32,0,0.003723,2292.572021484375,,query|documents|role|tools|system
38,anthropic/claude-haiku-4.5,openrouter,False,3384,0,0,0.0,0.0,Remote end closed connection without response,query|history|documents|role|tools|system
39,anthropic/claude-haiku-4.5,openrouter,False,3294,0,0,0.0,0.0,Remote end closed connection without response,query|documents|context|role|tools|system
40,anthropic/claude-haiku-4.5,openrouter,False,3533,32,0,0.003693,2132.5130462646484,,query|history|role|tools|system
41,anthropic/claude-haiku-4.5,openrouter,False,3665,32,0,0.003825,1890.0909423828125,,query|history|context|role|tools|system
42,anthropic/claude-haiku-4.5,openrouter,False,3258,0,0,0.0,0.0,Remote end closed connection without response,query|context|role|tools|system
43,anthropic/claude-haiku-4.5,openrouter,False,3838,32,0,0.003998,3031.400203704834,,query|history|documents|role|tools|system
44,anthropic/claude-haiku-4.5,openrouter,False,3497,32,0,0.003657,2245.522975921631,,query|role|tools|system
45,anthropic/claude-haiku-4.5,openrouter,False,3520,32,0,0.00368,3091.998338699341,,query|role|tools|system
46,anthropic/claude-haiku-4.5,openrouter,False,3787,32,0,0.003947,2365.5498027801514,,query|history|documents|role|tools|system
47,anthropic/claude-haiku-4.5,openrouter,False,3973,32,0,0.0041329999999999995,2124.7308254241943,,query|documents|context|role|tools|system
48,anthropic/claude-haiku-4.5,openrouter,False,3544,32,0,0.003704,1694.4832801818848,,query|history|role|tools|system
49,anthropic/claude-haiku-4.5,openrouter,False,3675,32,0,0.003835,12097.190856933594,,query|context|role|tools|system
