prompt_id,model,provider,use_optimized,prompt_tokens,completion_tokens,cached_tokens,cost_usd,latency_ms,error,section_order
27,openai/gpt-4o-mini,openrouter,True,3611,32,3072,0.00014613,2224.6172428131104,,system|tools|role|context|documents|query
28,openai/gpt-4o-mini,openrouter,True,3287,0,0,0.0,0.0,Remote end closed connection without response,system|tools|role|context|history|query
29,openai/gpt-4o-mini,openrouter,True,3197,0,0,0.0,0.0,Remote end closed connection without response,system|tools|role|history|query
0,openai/gpt-4o-mini,openrouter,False,3170,32,0,0.0004947,1750.6942749023438,,query|role|tools|system
1,openai/gpt-4o-mini,openrouter,False,3361,32,0,0.00052335,2026.8809795379639,,query|documents|role|tools|system
2,openai/gpt-4o-mini,openrouter,False,3315,32,0,0.00051645,1536.8859767913818,,query|history|context|role|tools|system
3,openai/gpt-4o-mini,openrouter,False,3404,0,0,0.0,0.0,Remote end closed connection without response,query|history|context|role|tools|system
4,openai/gpt-4o-mini,openrouter,False,3335,0,0,0.0,0.0,Remote end closed connection without response,query|documents|role|tools|system
5,openai/gpt-4o-mini,openrouter,False,3466,32,0,0.0005391,9030.66873550415,,query|documents|context|role|tools|system
6,openai/gpt-4o-mini,openrouter,False,3592,32,0,0.000558,2344.5069789886475,,query|documents|context|role|tools|system
7,openai/gpt-4o-mini,openrouter,False,3153,32,0,0.00049215,1679.6841621398926,,query|role|tools|system
8,openai/gpt-4o-mini,openrouter,False,3439,32,0,0.00053505,2631.0040950775146,,query|history|documents|context|role|tools|system
9,openai/gpt-4o-mini,openrouter,False,3518,32,0,0.0005469,4442.38805770874,,query|history|documents|role|tools|system
10,openai/gpt-4o-mini,openrouter,False,3209,32,0,0.00050055,2148.020029067993,,query|context|role|tools|system
11,openai/gpt-4o-mini,openrouter,False,3390,32,0,0.0005277,2591.477870941162,,query|history|context|role|tools|system
12,openai/gpt-4o-mini,openrouter,False,3618,32,0,0.0005619,1896.576166152954,,query|history|documents|context|role|tools|system
13,openai/gpt-4o-mini,openrouter,False,3485,32,0,0.00054195,2249.3557929992676,,query|history|documents|context|role|tools|system
14,openai/gpt-4o-mini,openrouter,False,3562,32,0,0.0005535000000000001,16544.42811012268,,query|documents|context|role|tools|system
15,openai/gpt-4o-mini,openrouter,False,3486,32,0,0.0005421,2068.3746337890625,,query|history|documents|context|role|tools|system
16,openai/gpt-4o-mini,openrouter,False,3483,32,0,0.00054165,2094.6459770202637,,query|documents|context|role|tools|system
17,openai/gpt-4o-mini,openrouter,False,3223,32,0,0.00050265,2321.6068744659424,,query|history|role|tools|system
18,openai/gpt-4o-mini,openrouter,False,3513,0,0,0.0,0.0,<urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1082)>,query|documents|context|role|tools|system
19,openai/gpt-4o-mini,openrouter,False,3531,23,0,0.00054345,1693.27712059021,,query|documents|context|role|tools|system
20,openai/gpt-4o-mini,openrouter,False,3584,32,0,0.0005568,2655.457019805908,,query|history|documents|context|role|tools|system
21,openai/gpt-4o-mini,openrouter,False,3445,32,0,0.00053595,1864.879846572876,,query|history|documents|context|role|tools|system
22,openai/gpt-4o-mini,openrouter,False,3274,32,0,0.0005103,2355.060815811157,,query|history|documents|role|tools|system
23,openai/gpt-4o-mini,openrouter,False,3343,0,0,0.0,0.0,Remote end closed connection without response,query|context|role|tools|system
24,openai/gpt-4o-mini,openrouter,False,3352,25,0,0.0005178,15498.607873916626,,query|context|role|tools|system
25,openai/gpt-4o-mini,openrouter,False,3380,32,0,0.0005262,21339.437007904053,,query|history|documents|role|tools|system
26,openai/gpt-4o-mini,openrouter,False,3400,8,0,0.0005147999999999999,1433.0780506134033,,query|history|documents|context|role|tools|system
27,openai/gpt-4o-mini,openrouter,False,3608,32,0,0.0005604000000000001,2063.383102416992,,query|documents|context|role|tools|system
28,openai/gpt-4o-mini,openrouter,False,3285,32,0,0.0005119500000000001,1527.9967784881592,,query|history|context|role|tools|system
29,openai/gpt-4o-mini,openrouter,False,3198,32,0,0.0004988999999999999,2243.8337802886963,,query|history|role|tools|system
