prompt_id,model,provider,use_optimized,prompt_tokens,completion_tokens,cached_tokens,cost_usd,latency_ms,error,section_order
20,anthropic/claude-sonnet-4.6,openrouter,False,3809,1,0,0.011441999999999999,2320.6000328063965,,query|documents|context|role|tools|system
21,anthropic/claude-sonnet-4.6,openrouter,False,3605,1,0,0.01083,2171.200752258301,,query|context|tools|system
22,anthropic/claude-sonnet-4.6,openrouter,False,3630,2,0,0.010920000000000001,2100.598096847534,,query|context|tools|system
23,anthropic/claude-sonnet-4.6,openrouter,False,3977,2,0,0.011961,1993.1190013885498,,query|documents|context|role|tools|system
24,anthropic/claude-sonnet-4.6,openrouter,False,3737,2,0,0.011241,3363.5990619659424,,query|history|context|role|tools|system
25,anthropic/claude-sonnet-4.6,openrouter,False,3689,2,0,0.011097000000000001,1625.1308917999268,,query|history|context|tools|system
26,anthropic/claude-sonnet-4.6,openrouter,False,3717,1,0,0.011165999999999999,1873.2271194458008,,query|history|context|tools|system
27,anthropic/claude-sonnet-4.6,openrouter,False,3773,1,0,0.011333999999999999,1975.9819507598877,,query|history|documents|context|role|tools|system
28,anthropic/claude-sonnet-4.6,openrouter,False,3927,1,0,0.011796,2217.1618938446045,,query|history|documents|context|role|tools|system
29,anthropic/claude-sonnet-4.6,openrouter,False,3682,1,0,0.011061,2719.6428775787354,,query|history|documents|tools|system
